bpm,internal_ts,watch_timestamp
82.000000,3772725000000,2025-08-17 20:11:11.710
82.000000,3773725000000,2025-08-17 20:11:12.699
81.000000,3774724000000,2025-08-17 20:11:13.750
80.000000,3775724000000,2025-08-17 20:11:14.689
82.000000,3778722000000,2025-08-17 20:11:17.689
83.000000,3779721000000,2025-08-17 20:11:18.686
85.000000,3780721000000,2025-08-17 20:11:19.690
86.000000,3781721000000,2025-08-17 20:11:20.709
84.000000,3782721000000,2025-08-17 20:11:21.691
86.000000,3783721000000,2025-08-17 20:11:22.690
91.000000,3790718000000,2025-08-17 20:11:29.704
89.000000,3791717000000,2025-08-17 20:11:30.688
