bpm,internal_ts,watch_timestamp
0.000000,11678675000000,2025-08-17 22:22:57.646
0.000000,11679675000000,2025-08-17 22:22:58.666
0.000000,11684798000000,2025-08-17 22:23:03.767
0.000000,11685798000000,2025-08-17 22:23:04.776
0.000000,11688799000000,2025-08-17 22:23:07.780
0.000000,11689800000000,2025-08-17 22:23:08.767
0.000000,11692801000000,2025-08-17 22:23:11.777
0.000000,11693801000000,2025-08-17 22:23:12.778
0.000000,11694801000000,2025-08-17 22:23:13.791
0.000000,11695801000000,2025-08-17 22:23:14.777
0.000000,11700801000000,2025-08-17 22:23:19.799
0.000000,11701801000000,2025-08-17 22:23:20.777
0.000000,11702800000000,2025-08-17 22:23:21.775
0.000000,11703801000000,2025-08-17 22:23:22.778
0.000000,11704801000000,2025-08-17 22:23:23.777
0.000000,11705801000000,2025-08-17 22:23:24.771
0.000000,11708802000000,2025-08-17 22:23:27.778
0.000000,11709982000000,2025-08-17 22:23:28.957
0.000000,11712983000000,2025-08-17 22:23:31.962
0.000000,11713983000000,2025-08-17 22:23:32.974
0.000000,11714983000000,2025-08-17 22:23:33.953
0.000000,11715983000000,2025-08-17 22:23:34.952
0.000000,11718983000000,2025-08-17 22:23:37.952
0.000000,11719982000000,2025-08-17 22:23:38.970
0.000000,11720982000000,2025-08-17 22:23:39.951
0.000000,11721982000000,2025-08-17 22:23:40.952
0.000000,11722982000000,2025-08-17 22:23:41.967
0.000000,11725002000000,2025-08-17 22:23:43.971
0.000000,11728003000000,2025-08-17 22:23:46.974
0.000000,11729003000000,2025-08-17 22:23:47.982
0.000000,11730002000000,2025-08-17 22:23:48.982
0.000000,11731002000000,2025-08-17 22:23:49.974
0.000000,11732002000000,2025-08-17 22:23:50.985
0.000000,11733004000000,2025-08-17 22:23:51.982
0.000000,11734004000000,2025-08-17 22:23:52.972
0.000000,11735004000000,2025-08-17 22:23:53.986
0.000000,11736003000000,2025-08-17 22:23:54.980
0.000000,11737003000000,2025-08-17 22:23:55.969
0.000000,11740071000000,2025-08-17 22:23:59.041
0.000000,11741070000000,2025-08-17 22:24:00.058
0.000000,11742069000000,2025-08-17 22:24:01.041
0.000000,11743068000000,2025-08-17 22:24:02.038
0.000000,11744068000000,2025-08-17 22:24:03.053
0.000000,11745067000000,2025-08-17 22:24:04.034
0.000000,11746066000000,2025-08-17 22:24:05.041
0.000000,11747065000000,2025-08-17 22:24:06.054
0.000000,11752063000000,2025-08-17 22:24:11.032
0.000000,11753063000000,2025-08-17 22:24:12.062
0.000000,11756081000000,2025-08-17 22:24:15.070
0.000000,11757081000000,2025-08-17 22:24:16.051
0.000000,11766103000000,2025-08-17 22:24:25.078
0.000000,11767104000000,2025-08-17 22:24:26.076
0.000000,11774105000000,2025-08-17 22:24:33.097
0.000000,11775104000000,2025-08-17 22:24:34.074
0.000000,11776104000000,2025-08-17 22:24:35.079
0.000000,11777103000000,2025-08-17 22:24:36.100
0.000000,11780101000000,2025-08-17 22:24:39.093
0.000000,11781100000000,2025-08-17 22:24:40.071
0.000000,11782099000000,2025-08-17 22:24:41.070
0.000000,11783099000000,2025-08-17 22:24:42.089
0.000000,11784099000000,2025-08-17 22:24:43.070
0.000000,11785099000000,2025-08-17 22:24:44.065
0.000000,11786099000000,2025-08-17 22:24:45.090
0.000000,11787099000000,2025-08-17 22:24:46.064
0.000000,11788098000000,2025-08-17 22:24:47.072
0.000000,11789097000000,2025-08-17 22:24:48.093
0.000000,11790097000000,2025-08-17 22:24:49.064
0.000000,11791097000000,2025-08-17 22:24:50.063
0.000000,11792097000000,2025-08-17 22:24:51.087
0.000000,11793096000000,2025-08-17 22:24:52.074
0.000000,11794097000000,2025-08-17 22:24:53.072
0.000000,11795096000000,2025-08-17 22:24:54.090
0.000000,11796096000000,2025-08-17 22:24:55.078
0.000000,11797096000000,2025-08-17 22:24:56.072
0.000000,11798096000000,2025-08-17 22:24:57.083
0.000000,11799096000000,2025-08-17 22:24:58.063
0.000000,11800095000000,2025-08-17 22:24:59.066
0.000000,11801095000000,2025-08-17 22:25:00.085
0.000000,11802094000000,2025-08-17 22:25:01.064
0.000000,11803094000000,2025-08-17 22:25:02.068
0.000000,11806092000000,2025-08-17 22:25:05.057
0.000000,11807091000000,2025-08-17 22:25:06.088
0.000000,11812089000000,2025-08-17 22:25:11.057
0.000000,11813088000000,2025-08-17 22:25:12.075
0.000000,11814087000000,2025-08-17 22:25:13.053
0.000000,11815086000000,2025-08-17 22:25:14.059
0.000000,11816086000000,2025-08-17 22:25:15.075
0.000000,11817085000000,2025-08-17 22:25:16.058
0.000000,11820083000000,2025-08-17 22:25:19.052
0.000000,11821082000000,2025-08-17 22:25:20.052
0.000000,11822079000000,2025-08-17 22:25:21.073
0.000000,11823079000000,2025-08-17 22:25:22.060
