bpm,internal_ts,watch_timestamp
0.000000,19602043000000,2025-04-23 16:33:34.567
0.000000,19603042000000,2025-04-23 16:33:35.572
0.000000,19604042000000,2025-04-23 16:33:36.591
0.000000,19605041000000,2025-04-23 16:33:37.559
0.000000,19606039000000,2025-04-23 16:33:38.579
0.000000,19607038000000,2025-04-23 16:33:39.587
0.000000,19608037000000,2025-04-23 16:33:40.560
0.000000,19609035000000,2025-04-23 16:33:41.561
0.000000,19610035000000,2025-04-23 16:33:42.584
0.000000,19611034000000,2025-04-23 16:33:43.548
0.000000,19612034000000,2025-04-23 16:33:44.559
0.000000,19613032000000,2025-04-23 16:33:45.573
0.000000,19614031000000,2025-04-23 16:33:46.549
0.000000,19615030000000,2025-04-23 16:33:47.555
0.000000,19616029000000,2025-04-23 16:33:48.572
0.000000,19617028000000,2025-04-23 16:33:49.542
