bpm,internal_ts,watch_timestamp
0.000000,17821939000000,2025-04-23 16:03:54.458
0.000000,17822938000000,2025-04-23 16:03:55.466
0.000000,17823937000000,2025-04-23 16:03:56.478
0.000000,17824936000000,2025-04-23 16:03:57.458
0.000000,17825935000000,2025-04-23 16:03:58.448
0.000000,17826934000000,2025-04-23 16:03:59.454
0.000000,17827934000000,2025-04-23 16:04:00.454
0.000000,17828933000000,2025-04-23 16:04:01.448
0.000000,17831931000000,2025-04-23 16:04:04.447
0.000000,17832931000000,2025-04-23 16:04:05.461
0.000000,17835927000000,2025-04-23 16:04:08.462
0.000000,17836926000000,2025-04-23 16:04:09.440
0.000000,17839921000000,2025-04-23 16:04:12.443
0.000000,17840920000000,2025-04-23 16:04:13.437
0.000000,17841919000000,2025-04-23 16:04:14.454
0.000000,17842918000000,2025-04-23 16:04:15.436
0.000000,17845914000000,2025-04-23 16:04:18.434
0.000000,17846913000000,2025-04-23 16:04:19.429
0.000000,17847912000000,2025-04-23 16:04:20.449
0.000000,17848911000000,2025-04-23 16:04:21.428
0.000000,17851908000000,2025-04-23 16:04:24.426
0.000000,17852907000000,2025-04-23 16:04:25.426
0.000000,17853906000000,2025-04-23 16:04:26.438
0.000000,17854905000000,2025-04-23 16:04:27.425
0.000000,17857901000000,2025-04-23 16:04:30.422
0.000000,17858900000000,2025-04-23 16:04:31.419
0.000000,17859899000000,2025-04-23 16:04:32.433
0.000000,17860898000000,2025-04-23 16:04:33.429
0.000000,17863894000000,2025-04-23 16:04:36.411
0.000000,17864893000000,2025-04-23 16:04:37.411
0.000000,17865892000000,2025-04-23 16:04:38.427
0.000000,17866892000000,2025-04-23 16:04:39.424
0.000000,17869889000000,2025-04-23 16:04:42.414
0.000000,17870888000000,2025-04-23 16:04:43.417
0.000000,17871887000000,2025-04-23 16:04:44.423
0.000000,17872886000000,2025-04-23 16:04:45.407
0.000000,17881878000000,2025-04-23 16:04:54.398
0.000000,17882877000000,2025-04-23 16:04:55.391
0.000000,17883876000000,2025-04-23 16:04:56.410
0.000000,17884875000000,2025-04-23 16:04:57.395
0.000000,17885873000000,2025-04-23 16:04:58.387
0.000000,17886872000000,2025-04-23 16:04:59.403
0.000000,17887871000000,2025-04-23 16:05:00.387
0.000000,17888870000000,2025-04-23 16:05:01.384
0.000000,17889868000000,2025-04-23 16:05:02.398
0.000000,17890867000000,2025-04-23 16:05:03.381
0.000000,17891866000000,2025-04-23 16:05:04.378
0.000000,17892864000000,2025-04-23 16:05:05.396
0.000000,17893863000000,2025-04-23 16:05:06.373
0.000000,17894862000000,2025-04-23 16:05:07.379
0.000000,17895861000000,2025-04-23 16:05:08.390
0.000000,17896860000000,2025-04-23 16:05:09.378
0.000000,17897859000000,2025-04-23 16:05:10.373
0.000000,17898856000000,2025-04-23 16:05:11.390
0.000000,17899855000000,2025-04-23 16:05:12.368
0.000000,17900854000000,2025-04-23 16:05:13.381
