bpm,internal_ts,watch_timestamp
0.000000,19278406000000,2025-04-23 16:28:10.924
0.000000,19279405000000,2025-04-23 16:28:11.940
0.000000,19280404000000,2025-04-23 16:28:12.952
0.000000,19281403000000,2025-04-23 16:28:13.929
0.000000,19282405000000,2025-04-23 16:28:14.931
0.000000,19283404000000,2025-04-23 16:28:15.947
0.000000,19284403000000,2025-04-23 16:28:16.919
0.000000,19285402000000,2025-04-23 16:28:17.934
0.000000,19286401000000,2025-04-23 16:28:18.952
0.000000,19287401000000,2025-04-23 16:28:19.914
0.000000,19288400000000,2025-04-23 16:28:20.931
0.000000,19289399000000,2025-04-23 16:28:21.949
0.000000,19290398000000,2025-04-23 16:28:22.915
0.000000,19291397000000,2025-04-23 16:28:23.935
0.000000,19292396000000,2025-04-23 16:28:24.941
0.000000,19293395000000,2025-04-23 16:28:25.916
0.000000,19296392000000,2025-04-23 16:28:28.908
0.000000,19297391000000,2025-04-23 16:28:29.921
0.000000,19298390000000,2025-04-23 16:28:30.935
0.000000,19299389000000,2025-04-23 16:28:31.905
